token,index
oberaufsichtskommission,3129
oberer,3130
oberhalb,3131
oberrhein,3132
obhut,3133
objekt,3134
objektiv,3135
obliegend,3136
obliegenheit,3137
obligation,3138
obligationenrecht,3139
obligatorisch,3140
obmann,3141
offen,3142
offenlegung,3143
offensichtlich,3144
offerte,3145
offiziell,3146
ohg,3147
ombudsfrau,3148
ombudsman,3149
ombudsmann,3150
ombudsstelle,3151
operativ,3152
opfer,3153
opferhilfe,3154
optimal,3155
ordnen,3156
ordnung,3157
ordnungsbusse,3158
ordnungsbussen,3159
ordnungsbussenverfahren,3160
ordnungsbuß,3161
ordnungsgemäss,3162
ordnungsnummer,3163
organisationseinheit,3164
organisationsreglement,3165
organisatorisch,3166
organisch,3167
organisieren,3168
organisiert,3169
orientieren,3170
orientierung,3171
orientierungsschule,3172
original,3173
ortsbildkommission,3174
ortsfest,3175
ortsüblich,3176
p-zug,3177
paar,3178
pacht,3179
pachtvertrag,3180
papier,3181
par,3182
paritätisch,3183
parkgarage,3184
parkhäuser,3185
parkier,3186
parkieren,3187
parkkart,3188
parkkarte,3189
parkplatz,3190
parlament,3191
parlamentarisch,3192
parlamente,3193
parlamentsdienst,3194
parlamentszone,3195
parteientschädigung,3196
parteivertreter,3197
parteivertretung,3198
partner,3199
partnerinne,3200
partnerschaft,3201
partnerschaftlich,3202
parzell,3203
parzelle,3204
passerelle-lehrgang,3205
passive,3206
passt,3207
patent,3208
patenten,3209
patient,3210
patientinn,3211
pauschal,3212
pauschalbeitrag,3213
pauschalbetrag,3214
pauschale,3215
pause,3216
pavo,3217
pendant,3218
pension,3219
pensionierung,3220
pensionskasse,3221
pensionskassengesetz,3222
pensum,3223
periode,3224
personal,3225
personalabteilung,3226
personalausschuss,3227
personalausschuß,3228
personalchef,3229
personaldienst,3230
personalgeschäft,3231
personalgesetz,3232
personalie,3233
personalkosten,3234
personalrecht,3235
personalrechtlich,3236
personalreglement,3237
personalrekurskommission,3238
personalverbände,3239
persone,3240
personell,3241
personenbahnhof,3242
personenbezogen,3243
personendat,3244
personendate,3245
personendaten,3246
personendatum,3247
personenwag,3248
persönlichkeit,3249
persönlichkeitsrecht,3250
pfand,3251
pfandrecht,3252
pfandtitel,3253
pflanze,3254
pflege,3255
pflegebedürftig,3256
pflegefachperson,3257
pflegefamili,3258
pflegeheime,3259
pflegeheimliste,3260
pflegekind,3261
pflegekinder,3262
pflegen,3263
pflichtenheft,3264
pflichtig,3265
pflichtlektionenzahl,3266
pflichtverletzung,3267
phase,3268
physisch,3269
pikett,3270
pikettdienst,3271
pilotversuch,3272
pkbs,3273
plakat,3274
plan,3275
planauflage,3276
planen,3277
planend,3278
planung,3279
planungsgesetz,3280
planungsverordnung,3281
plattform,3282
platz,3283
platzierung,3284
plenarkonferenz,3285
plenarversammlung,3286
plenum,3287
plus,3288
polg,3289
politisch,3290
polizei,3291
polizeidepartement,3292
polizeigesetz,3293
polizeigewahrsam,3294
polizeikorps,3295
polizeikräft,3296
polizeilich,3297
polizist,3298
polizistinn,3299
polv,3300
position,3301
positiv,3302
post,3303
potentiell,3304
pour,3305
pourra,3306
praktika,3307
praktikum,3308
praktisch,3309
praxis,3310
preis,3311
preisgünstig,3312
primarschul,3313
primarschule,3314
primarstuf,3315
primarstufe,3316
primär,3317
prinzip,3318
privatareal,3319
private,3320
privatperson,3321
privatrechtlich,3322
privatschule,3323
privatvermög,3324
probezeit,3325
problem,3326
produkt,3327
professionell,3328
professur,3329
programm,3330
projekt,3331
projektierung,3332
promotion,3333
proportional,3334
protokoll,3335
protokollieren,3336
provisorisch,3337
prozent,3338
prozentpunkt,3339
prozentsatz,3340
prozentual,3341
prozess,3342
prozessführung,3343
prozeß,3344
prädikat,3345
prämie,3346
prämiengruppe,3347
prämienverbilligung,3348
präsentation,3349
präsenzzeit,3350
präsidentinn,3351
präsidialdepartement,3352
präsidienkonferenz,3353
präsidium,3354
prävention,3355
prüfungsbehörde,3356
prüfungsfächer,3357
prüfungsgebühr,3358
prüfungsgespräch,3359
prüfungskommission,3360
prüfungsleistung,3361
prüfungsleitung,3362
prüfungsnot,3363
prüfungsreglement,3364
prüfungsstoff,3365
prüfungsverfahr,3366
psychiatrisch,3367
psychisch,3368
psychologie,3369
psychomotorik,3370
psyg,3371
publikationsorgan,3372
publiziert,3373
pumpe,3374
punkt,3375
pächter,3376
pädagogik,3377
pädagogisch,3378
qualifikation,3379
qualifikationsverfahre,3380
qualifikationsverfahren,3381
qualifizieren,3382
qualifiziert,3383
qualitativ,3384
qualität,3385
qualitätsmanagement,3386
qualitätssicherung,3387
qualitätssicherungssystem,3388
quartal,3389
quartier,3390
quartierparking,3391
que,3392
quelle,3393
quellensteuer,3394
qui,3395
rahmenbedingung,3396
rahmenvereinbarung,3397
rappe,3398
rasch,3399
rata,3400
rate,3401
rationell,3402
ratsbüro,3403
ratschlag,3404
ratsmitglied,3405
ratsmitglieder,3406
rauchen,3407
raum,3408
raumplanung,3409
rayonverbot,3410
realisieren,3411
rechenschaft,3412
rechenschaftsbericht,3413
rechnen,3414
rechnungsjahr,3415
rechnungslegung,3416
rechnungsstellung,3417
rechnungswesen,3418
rechtfertigen,3419
rechtlich,3420
rechtmässig,3421
rechtmässigkeit,3422
rechtsanspruch,3423
rechtsetzend,3424
rechtsform,3425
rechtsgeschäft,3426
rechtsgrundlag,3427
rechtsgültig,3428
rechtshilfe,3429
rechtskraft,3430
rechtskräftig,3431
rechtsmittelbelehrung,3432
rechtsmittelverfahr,3433
rechtsmittelverfahren,3434
rechtsordnung,3435
rechtspersönlichkeit,3436
rechtspfleg,3437
rechtsprechung,3438
rechtsschutz,3439
rechtsstellung,3440
rechtsträger,3441
rechtsverhältnis,3442
rechtsweg,3443
rechtswidrig,3444
reduktion,3445
reduzieren,3446
reduziert,3447
referendum,3448
referendumsfrist,3449
referent,3450
regalgebühr,3451
regenz,3452
regierungspräsident,3453
regierungspräsidium,3454
regierungsratsbeschluss,3455
regierungsrätlich,3456
region,3457
regional,3458
regionalkonferenz,3459
register,3460
registratur,3461
registrieren,3462
registriert,3463
registrierung,3464
reglemente,3465
regulär,3466
reichen,3467
reihenfolge,3468
rein,3469
reingewinn,3470
reinigen,3471
reinigung,3472
reise,3473
reisend,3474
reklam,3475
reklamation,3476
reklamereiter,3477
rektor,3478
rektorat,3479
rektorinn,3480
rekurrieren,3481
rekursbegründung,3482
rekurse,3483
rekursfrist,3484
rekursinstanz,3485
rekurskommission,3486
rekursrecht,3487
rekursverfahren,3488
relativ,3489
relevant,3490
religionsgemeinschaft,3491
religionsunterricht,3492
religiös,3493
remotion,3494
renovation,3495
rente,3496
rentner,3497
reparatur,3498
reproduktion,3499
republik,3500
reserve,3501
reservefond,3502
resp,3503
respektive,3504
ressource,3505
rest,3506
restaurant,3507
restaurationsbetrieb,3508
restlich,3509
resultat,3510
rettung,3511
revidieren,3512
revidiert,3513
revierförster,3514
revision,3515
revisionsbericht,3516
revisionsstelle,3517
rhein,3518
rhein-km,3519
rheinhafe,3520
rheinhafen,3521
rheinhäfe,3522
rheinschiffahrt,3523
rheinschifffahrtsdirektion,3524
rhin,3525
richter,3526
richterinn,3527
richterlich,3528
richtig,3529
richtigkeit,3530
richtplan,3531
richtung,3532
rieh,3533
riehe,3534
riehenteich,3535
risiko,3536
risikobeitrag,3537
risikoklasse,3538
risikomanagement,3539
roche,3540
rot,3541
rrb,3542
rsa,3543
ruhe,3544
ruhetag,3545
ruhetage,3546
ruhezeit,3547
räumen,3548
räumlich,3549
räumlichkeit,3550
räumung,3551
rückerstattung,3552
rückforderung,3553
rückgabe,3554
rückgriff,3555
rückkauf,3556
rückkehr,3557
rücklage,3558
rücksicht,3559
rücksprache,3560
rückstellung,3561
rückständ,3562
rücktritt,3563
rückwirkend,3564
rückzahlung,3565
rückzuerstatten,3566
rückzug,3567
sach,3568
sachenrecht,3569
sachgerecht,3570
sachkommission,3571
sachkompetenz,3572
sachlich,3573
sachverhalt,3574
sachverhalte,3575
sachverständig,3576
sachverständige,3577
sammeln,3578
sammelstell,3579
sammlung,3580
samstag,3581
samt,3582
sanierung,3583
sanierungsmassnahme,3584
sanitär,3585
sanität,3586
sanitätsdirektorenkonferenz,3587
sanktion,3588
sarg,3589
sbb,3590
schaden,3591
schadenersatz,3592
schaffen,3593
schaffhausen,3594
schaffung,3595
schatzung,3596
scheiden,3597
scheidung,3598
scheitern,3599
schenkung,3600
schenkunge,3601
schenkungssteuer,3602
schiedsgericht,3603
schiedsgerichtlich,3604
schiedsrichter,3605
schiedsspruch,3606
schiff,3607
schiffahrt,3608
schifffahrt,3609
schiffsführer,3610
schild,3611
schlagen,3612
schlammbehandlungsanlage,3613
schlecht,3614
schlichtungsbehörde,3615
schlichtungsstelle,3616
schlichtungsverfahr,3617
schliessen,3618
schliesst,3619
schliessung,3620
schließen,3621
schluss,3622
schlussbestimmungen,3623
schmutzwasser,3624
schonzone,3625
schreiben,3626
schreiber,3627
schrift,3628
schriftenwechsel,3629
schritt,3630
schul,3631
schulabkommen,3632
schulanläss,3633
schulanläß,3634
schulbesuch,3635
schulbesuche,3636
schulbetrieb,3637
schulbibliotheken,3638
schuld,3639
schuldbetreibung,3640
schulden,3641
schuldner,3642
schuldzinse,3643
schule,3644
schulen,3645
schulextern,3646
schulgeld,3647
schulgesetz,3648
schulintern,3649
schulisch,3650
schuljahr,3651
schulklasse,3652
schulkommission,3653
schulkonferenz,3654
schullaufbahn,3655
schullaufbahnverordnung,3656
schulleitung,3657
schulleitungsmitglieder,3658
schulmaterial,3659
schulordnung,3660
schulpflicht,3661
schulpflichtig,3662
schulprogramm,3663
schulrat,3664
schulstandorte,3665
schulstufe,3666
schulsynode,3667
schulung,3668
schulzeit,3669
schutz,3670
schutzbaute,3671
schutzbedarf,3672
schutzbestimmung,3673
schutzmassnahme,3674
schutzmassnahmen,3675
schutzwürdig,3676
schutzziel,3677
schutzzone,3678
schwach,3679
schwangerschaft,3680
schwarzarbeit,3681
schweigepflicht,3682
schweizer,3683
schwellenwert,3684
schwer,3685
schwerpunkt,3686
schwerpunktfach,3687
schwerwiegend,3688
schwierigkeit,3689
schädigung,3690
schätzung,3691
schätzungsverfahren,3692
schüler,3693
schülerinne,3694
schülerschaft,3695
schützen,3696
schützenswert,3697
sdk,3698
sehen,3699
sein,3700
seite,3701
seitens,3702
sekretariat,3703
sekretär,3704
sektion,3705
sektor,3706
sekundarschule,3707
sekundarstufe,3708
sekundenliter,3709
selber,3710
selbstdeklaration,3711
selbsthilfemassnahmen,3712
selbstkost,3713
selbstständig,3714
selbstvorsorge,3715
selbständigerwerbend,3716
selten,3717
semester,3718
senken,3719
separat,3720
sera,3721
seront,3722
service,3723
ses,3724
session,3725
sexuell,3726
seyn,3727
sfg,3728
sicher,3729
sicherheit,3730
sicherheitsdepartement,3731
sicherheitsdirektion,3732
sicherheitshaft,3733
sicherheitsleistung,3734
sicherheitsmassnahme,3735
sichern,3736
sicherstellung,3737
sicherung,3738
sichtbar,3739
siedlung,3740
siedlungsabfälle,3741
siegel,3742
signal,3743
signalisation,3744
signalisiert,3745
sinnvoll,3746
situation,3747
situationsplan,3748
sitzkanton,3749
sitzungsgeld,3750
sitzungsgelder,3751
six,3752
sobald,3753
sodann,3754
sodk,3755
sofortig,3756
sogenannter,3757
sohag,3758
sohav,3759
solange,3760
solidarisch,3761
solothurn,3762
somit,3763
sonderpädagogik,3764
sonderpädagogisch,3765
sonderschule,3766
sonderschulung,3767
sonderzweck,3768
sonen,3769
sonn,3770
sonntag,3771
sonstig,3772
sorgfalt,3773
sorgfältig,3774
sozial,3775
sozialbeitrag,3776
soziale,3777
sozialhilfe,3778
sozialkommission,3779
sozialleistung,3780
sozialpartnerschaftlich,3781
sozialversicherung,3782
sozialversicherungsgericht,3783
sozialversicherungsrecht,3784
sozialversicherungssachen,3785
spartarif,3786
sparte,3787
speicher,3788
speichern,3789
speicherung,3790
sperren,3791
sperrfrist,3792
sperrung,3793
spes,3794
spesenersatz,3795
spezialgesetzlich,3796
spezifikation,3797
spezifisch,3798
spiel,3799
spielgruppe,3800
spital,3801
spitalextern,3802
spitalliste,3803
spitäler,3804
sport,3805
sportanlag,3806
sportkommission,3807
sportlich,3808
sportveranstaltung,3809
sportwette,3810
sprach,3811
sprache,3812
sprachlich,3813
sprechen,3814
spruchgebühr,3815
spruchkammer,3816
spruchkörper,3817
spät,3818
srh,3819
srk,3820
staat,3821
staatsangehörig,3822
staatsangehörigkeit,3823
staatsanwalt,3824
staatsanwaltschaft,3825
staatsanwältin,3826
staatsanwältinn,3827
staatsarchiv,3828
staatsbeitrag,3829
staatskanzlei,3830
staatspersonal,3831
staatsrechnung,3832
staatsvertrag,3833
staatsvertraglich,3834
staatsvertragsbereich,3835
stabsstell,3836
stabsstelle,3837
stadt,3838
stadtgebiet,3839
stadtgärtnerei,3840
stammen,3841
standard,3842
standardisiert,3843
standort,3844
standortgespräch,3845
standortkanton,3846
standortkantone,3847
standplatz,3848
stark,3849
stationär,3850
statistik,3851
statistikstelle,3852
statistisch,3853
stattfinden,3854
statut,3855
statutarisch,3856
std,3857
stehend,3858
stein,3859
stellenbeschreibung,3860
stellenbeschrieb,3861
stelleninhaber,3862
stellenprozent,3863
stellung,3864
stellungnahme,3865
stellvertretend,3866
stellvertreter,3867
stellvertreterinn,3868
stellvertretung,3869
stempel,3870
stets,3871
steuer,3872
steuerbar,3873
steuerbefreiung,3874
steuerbehörde,3875
steuerbetrag,3876
steuererklärung,3877
steuerforderung,3878
steuergesetz,3879
steuerjahr,3880
steuerlich,3881
steuern,3882
steuerpflicht,3883
steuerpflichtig,3884
steuerpflichtige,3885
steuerrechtlich,3886
steuerrekurskommission,3887
steuersatz,3888
steuerung,3889
steuerveranlagung,3890
steuerverwaltung,3891
stg,3892
stgb,3893
stichentscheid,3894
stichtag,3895
stiftung,3896
stiftungsaufsicht,3897
stiftungsrat,3898
stiftungsvermögen,3899
still,3900
stilllegung,3901
stillschweigen,3902
stillschweigend,3903
stimmabgabe,3904
stimmberechtigen,3905
stimmberechtigt,3906
stimmberechtigte,3907
stimmberechtigter,3908
stimmberechtigung,3909
stimme,3910
stimmen,3911
stimmende,3912
stimmengleichheit,3913
stimmrecht,3914
stimmrechtsausweis,3915
stimmregister,3916
stimmzettel,3917
stipendi,3918
stipendie,3919
stockwerkeigentum,3920
stoff,3921
stpo,3922
straf,3923
strafanstalt,3924
strafbar,3925
strafbefehl,3926
strafbestimmung,3927
strafe,3928
strafgericht,3929
strafgesetzbuch,3930
strafprozess,3931
strafprozessordnung,3932
strafrechtlich,3933
strafsachen,3934
straftat,3935
strafverfahre,3936
strafverfahren,3937
strafverfolgung,3938
strafverfolgungsbehörde,3939
strafverfolgungsbehörden,3940
strafvollzug,3941
strasse,3942
strassen,3943
strassenlinien,3944
strassenverkehr,3945
strategie,3946
strategisch,3947
straß,3948
streben,3949
strecke,3950
streichen,3951
streichung,3952
streitbeilegung,3953
streitfall,3954
streitig,3955
streitsache,3956
streitwert,3957
strom,3958
stromlieferant,3959
strompreis-bonus,3960
stromvg,3961
stromvv,3962
struktur,3963
strukturell,3964
student,3965
studie,3966
studienangebot,3967
studiengebühr,3968
studienreise,3969
studierend,3970
studium,3971
stufe,3972
stundenansatz,3973
stundung,3974
städtebau,3975
städtisch,3976
ständ,3977
ständig,3978
stärke,3979
stärkung,3980
stören,3981
störung,3982
subsidiarität,3983
subsidiär,3984
substanz,3985
subvention,3986
subventioniert,3987
subventionierung,3988
suche,3989
suchen,3990
suisse,3991
suisses,3992
summarisch,3993
summe,3994
sur,3995
svg,3996
swiss,3997
swisslos,3998
swisslos-fonds,3999
system,4000
systematisch,4001
sämtlich,4002
säule,4003
säumig,4004
tabelle,4005
tag,4006
tagesbetreuung,4007
tagesfamil,4008
tagesfamili,4009
tagesfamilienorganisation,4010
tagesfamilium,4011
tagesordnung,4012
tagesstruktur,4013
taggeld,4014
tarif,4015
tarifverbund,4016
tatbestand,4017
tatsache,4018
tatsächlich,4019
taxameter,4020
taxe,4021
taxen,4022
taxi,4023
taxibetrieb,4024
taxifahrer,4025
taxifahrerinn,4026
taxigesetz,4027
tba,4028
team,4029
technik,4030
technologie,4031
teich,4032
teilen,4033
teilhabe,4034
teilnahme,4035
teilnehmen,4036
teilnehmend,4037
teilnehmer,4038
teilnehmerinn,4039
teilung,4040
telefon,4041
temporär,4042
termin,4043
terrain,4044
tertiärstuf,4045
tessin,4046
teuerung,4047
teuerungsausgleich,4048
text,4049
thema,4050
theoretisch,4051
theorie,4052
therapeutisch,4053
therapie,4054
thermisch,4055
thurgau,4056
tief,4057
tiefbauamt,4058
tiefbauarbeit,4059
tiefe,4060
tier,4061
tierarzt,4062
tierhalter,4063
tierhaltung,4064
tierisch,4065
tierschutz,4066
tierschutzgesetzgebung,4067
tierseuchengesetzgebung,4068
titel,4069
tks,4070
tnw,4071
tochtergesellschaft,4072
tod,4073
todesfall,4074
tonne,4075
total,4076
tous,4077
tragbar,4078
tragweite,4079
transparent,4080
transparenz,4081
transport,4082
transportunternehmen,4083
transportunternehmung,4084
treffend,4085
treibhausgasemission,4086
trennen,4087
trennung,4088
trete,4089
treu,4090
triftig,4091
trinkwasser,4092
trinkwasserversorgung,4093
trottoir,4094
trotz,4095
träger,4096
trägerkantone,4097
trägermedie,4098
trägerschaft,4099
tsv,4100
turnus,4101
täglich,4102
täterschaft,4103
tätig,4104
tätigen,4105
tür,4106
ufer,4107
uhr,4108
ukbb,4109
umbau,4110
umbaute,4111
umfangreich,4112
umfassen,4113
umfassend,4114
umfeld,4115
umgang,4116
umgebung,4117
umgehen,4118
umgehend,4119
umgekehrt,4120
umlegung,4121
umlegungsverfahren,4122
umsatz,4123
umschlag,4124
umschlagen,4125
umschreibung,4126
umschrieben,4127
umschulung,4128
umsetzen,4129
umsetzung,4130
umstand,4131
umstrukturierung,4132
umtriebsgebühr,4133
umwandlung,4134
umwelt,4135
umweltfreundlich,4136
umweltgerecht,4137
umweltschutz,4138
umweltschutzgesetz,4139
umweltverträglichkeit,4140
umweltverträglichkeitsprüfung,4141
unabhängigkeit,4142
unaufgefordert,4143
unaufschiebbar,4144
unbefristet,4145
unbefugt,4146
unbegründet,4147
unbekannt,4148
unbenutzt,4149
unbenützt,4150
unberührt,4151
unbeschränkt,4152
unbestimmt,4153
unbeweglich,4154
unbezahlt,4155
une,4156
uneingeschränkt,4157
uneinigkeit,4158
unentschuldigt,4159
unerlaubt,4160
unerlässlich,4161
unfall,4162
unfallversicherung,4163
unformuliert,4164
ungeachtet,4165
ungedeckt,4166
ungenutzt,4167
ungenügend,4168
ungerechtfertigt,4169
ungültig,4170
universitär,4171
universität,4172
universitätsgut,4173
universitätsrat,4174
unmündig,4175
unrecht,4176
unrechtmässig,4177
unredlichkeit,4178
unregelmässig,4179
unrichtig,4180
unselbstständig,4181
unselbständig,4182
unten,4183
unter,4184
unterbleiben,4185
unterbrechbar,4186
unterbrechen,4187
unterbrechung,4188
unterbreien,4189
unterbringen,4190
unterbringung,4191
untereinander,4192
unterer,4193
untergeordnet,4194
unterhalb,4195
unterhalten,4196
unterhaltsbeitrag,4197
unterhaltskosten,4198
unterhaltspflicht,4199
unterhaltszulag,4200
unterhaltung,4201
unterirdisch,4202
unterjährig,4203
unterkunft,4204
unterlassen,4205
unterlassung,4206
unterliegend,4207
unterlässt,4208
unternehmen,4209
unternehmer,4210
unternehmerisch,4211
unternehmung,4212
unterricht,4213
unterrichten,4214
unterrichtsbesuch,4215
unterrichtslektion,4216
unterrichtszeit,4217
untersagen,4218
unterscheiden,4219
unterschiedlich,4220
unterschreiben,4221
unterschreiten,4222
unterschrift,4223
unterschriftlich,4224
unterstellen,4225
unterstellt,4226
unterstellung,4227
unterstützend,4228
unterstützt,4229
unterstützung,4230
unterstützungspflicht,4231
untersuchen,4232
untersuchung,4233
unterwerfen,4234
unterzeichnen,4235
unterzeichnende,4236
unterzeichnet,4237
unterzeichnung,4238
unterziehen,4239
ununterbrochen,4240
unvereinbarkeit,4241
unverhältnismässig,4242
unverschuldet,4243
unverändert,4244
unvollständig,4245
unwahr,4246
unzulässig,4247
unzumutbar,4248
urkund,4249
urkunde,4250
urlaub,4251
urlaube,4252
urne,4253
urnengang,4254
ursache,4255
ursprünglich,4256
urteil,4257
urteilend,4258
urteilsunfähig,4259
usg,4260
usw,4261
uvg,4262
validieren,4263
validierung,4264
variabl,4265
verabschieden,4266
veranlagen,4267
veranlagung,4268
veranlagungsverfügung,4269
veranlassen,4270
veranlassung,4271
veranstalter,4272
veranstalterbewilligung,4273
veranstalterinnen,4274
veranstaltung,4275
verantwortlichkeit,4276
verantwortung,4277
verband,4278
verbessern,4279
verbesserung,4280
verbieten,4281
verbilligung,4282
verbinden,4283
verbindlich,4284
verbindlichkeit,4285
verbindung,4286
verbindungsstrasse,4287
verbleib,4288
verbleiben,4289
verbleibend,4290
verbot,4291
verboten,4292
verbrauch,4293
verbraucher,4294
verbrauchsabhängig,4295
verbrauchsmaterialien,4296
verbrechen,4297
verbrennen,4298
verbrennung,4299
verbringen,4300
verbund,4301
verbunden,4302
verdacht,4303
verdeckt,4304
verein,4305
vereinbar,4306
vereinbarkeit,4307
vereinbart,4308
vereinbarungskanton,4309
vereinbarungskantone,4310
vereinbarungspartner,4311
vereinfacht,4312
vereinigen,4313
vereinigung,4314
verfahrensbestimmung,4315
verfahrensbeteiligt,4316
verfahrenskost,4317
verfahrensleitend,4318
verfahrensleitung,4319
verfahrenspflichter,4320
verfahrensrecht,4321
verfahrensvorschrift,4322
verfallen,4323
verfassen,4324
verfasst,4325
verfassung,4326
verfassungsgericht,4327
verfolgen,4328
verfolgung,4329
verfügbar,4330
verfügbarkeit,4331
verfügend,4332
verfügt,4333
verfügungen,4334
vergabe,4335
vergabeverfahren,4336
vergeben,4337
vergehen,4338
vergleich,4339
vergleichbar,4340
vergrösserung,4341
vergüten,4342
vergütung,4343
verhalten,4344
verhandlung,4345
verhindern,4346
verhinderung,4347
verhältnismässig,4348
verhängen,4349
verhütung,4350
verjähren,4351
verjährung,4352
verkauf,4353
verkaufen,4354
verkaufslokal,4355
verkaufsstand,4356
verkehr,4357
verkehrs-betriebe,4358
verkehrsdepartement,4359
verkehrsmittel,4360
verkehrssicherheit,4361
verkehrswert,4362
verkürzen,4363
verlangt,4364
verlassen,4365
verlauf,4366
verlegen,4367
verlegung,4368
verleihen,4369
verleihung,4370
verletzen,4371
verletzung,4372
verlieren,4373
verlust,4374
verlustschein,4375
verlängern,4376
verlängerung,4377
vermarkung,4378
vermeiden,4379
vermeidung,4380
vermerk,4381
vermerken,4382
vermessung,4383
vermessungsamt,4384
vermessungsfixpunkt,4385
vermieten,4386
vermieter,4387
vermietung,4388
vermindern,4389
vermindert,4390
verminderung,4391
vermitteln,4392
vermittler,4393
vermittlung,4394
vermittlungsstelle,4395
vermittlungsverfahren,4396
vermuten,4397
vermögen,4398
vermögensertrag,4399
vermögensrechtlich,4400
vermögensverwaltung,4401
vermögenswert,4402
vernehmlassung,4403
vernetzung,4404
vernichten,4405
vernichtung,4406
verordnungsweg,4407
verpachtung,4408
verpflegung,4409
verpflichtet,4410
verpflichtung,4411
verrechnen,4412
verrechnung,4413
verrechnungssteuer,4414
verrichten,4415
verrichtung,4416
versammlung,4417
versand,4418
verschieden,4419
verschubbahnhof,4420
verschulden,4421
verschwiegenheit,4422
versehen,4423
versetzen,4424
versetzung,4425
versicherer,4426
versichern,4427
versichert,4428
versicherter,4429
versicherung,4430
versicherungsleistung,4431
versicherungspflicht,4432
versicherungswert,4433
versorgen,4434
versorgung,4435
versorgungsleitung,4436
versorgungsnetz,4437
versprechen,4438
verspätet,4439
verspätung,4440
verstehen,4441
versteigerung,4442
versteuern,4443
verstorben,4444
verstoss,4445
verstossen,4446
verständigen,4447
verständigung,4448
verständlich,4449
verstärkt,4450
verstösse,4451
verstössen,4452
versuch,4453
versuchen,4454
versucht,4455
verteidigung,4456
verteilen,4457
verteilschlüssel,4458
verteilung,4459
vertraglich,4460
vertragsdauer,4461
vertragskanton,4462
vertragskantone,4463
vertragskantonen,4464
vertragskantoner,4465
vertragspartei,4466
vertragsparteie,4467
vertragsparteien,4468
vertragspartner,4469
vertragsschliessend,4470
vertragsstaat,4471
vertrauensperson,4472
vertraulich,4473
vertraulichkeit,4474
vertreter,4475
vertreterinnen,4476
verunmöglichen,4477
verunreinigung,4478
verursachen,4479
verursacher,4480
verursacherprinzip,4481
verursacht,4482
verurteilt,4483
verwahren,4484
verwahrung,4485
verwalten,4486
verwaltet,4487
verwaltungsabteilung,4488
verwaltungsaufwand,4489
verwaltungsbehörde,4490
verwaltungschef,4491
verwaltungseinheit,4492
verwaltungsgebühr,4493
verwaltungsgebühre,4494
verwaltungsgericht,4495
verwaltungshandlung,4496
verwaltungsintern,4497
verwaltungskommission,4498
verwaltungskoster,4499
verwaltungsrat,4500
verwaltungsratsmitglied,4501
verwaltungsrechtlich,4502
verwaltungsrechtspfleg,4503
verwaltungsrechtspflege,4504
verwaltungstätigkeit,4505
verwaltungsverfahren,4506
verwaltungsvermög,4507
verwaltungsvermögen,4508
verwandt,4509
verwandte,4510
verwarnung,4511
verweigern,4512
verweigerung,4513
verweisen,4514
verwendet,4515
verwertbar,4516
verwerten,4517
verwertung,4518
verwirklichen,4519
verwirklichung,4520
verzeichnen,4521
verzeichnis,4522
verzeichnisse,4523
verzicht,4524
verzinsen,4525
verzinsung,4526
verzug,4527
verzugszin,4528
verzugszins,4529
verzugszinse,4530
verzögerung,4531
verändern,4532
verändert,4533
veränderung,4534
veräussern,4535
veräussert,4536
veräusserung,4537
veröffentlichen,4538
veröffentlicht,4539
veröffentlichung,4540
veterinäramt,4541
vgl,4542
videoüberwachung,4543
vierjährig,4544
viertel,4545
vierteljährlich,4546
viii,4547
vizepräsident,4548
vizepräsidium,4549
volk,4550
volksabstimmung,4551
volksinitiative,4552
volksschule,4553
volksschulen,4554
volksschulleitung,4555
volkswirtschaft,4556
voll,4557
vollenden,4558
vollendet,4559
vollendung,4560
volljährig,4561
vollmacht,4562
vollstreckbar,4563
vollstreckung,4564
vollständigkeit,4565
vollumfänglich,4566
vollzeit,4567
vollzeitausbildung,4568
vollziehen,4569
vollziehend,4570
vollziehungsverordnung,4571
vollzugsaufgab,4572
vollzugsbehörde,4573
vollzugsbestimmung,4574
vollzugseinrichtung,4575
vollzugshilfe,4576
vollzugskost,4577
vollzugsplan,4578
volontär,4579
vor,4580
vorab,4581
vorabklärung,4582
vorabkonsultation,4583
vorangegangen,4584
vorangehend,4585
voranschlag,4586
voraussetzen,4587
voraussichtlich,4588
vorauszahlung,4589
vorbehältlich,4590
vorberatung,4591
vorbereiten,4592
vorbereitend,4593
vorbereitung,4594
vorbildung,4595
vorbringen,4596
vorentscheid,4597
vorführen,4598
vorführung,4599
vorgang,4600
vorgegeben,4601
vorgehen,4602
vorgeschlagen,4603
vorgeschrieben,4604
vorgesetzt,4605
vorgesetzter,4606
vorgezogen,4607
vorhaben,4608
vorher,4609
vorhergehend,4610
vorherig,4611
vorinstanz,4612
vorjahr,4613
vorkaufsrecht,4614
vorkehrum,4615
vorkehrung,4616
vorkommnis,4617
vorladung,4618
vorlag,4619
vorlage,4620
vorlieg,4621
vorläufig,4622
vormundschaft,4623
vornahme,4624
vorname,4625
vornherein,4626
vorprüfung,4627
vorrang,4628
vorrangig,4629
vorschlag,4630
vorschlagen,4631
vorschlagsrecht,4632
vorschreiben,4633
vorschüsse,4634
vorsitz,4635
vorsitzend,4636
vorsorge,4637
vorsorgeauftrag,4638
vorsorgeeinrichtung,4639
vorsorgekommission,4640
vorsorgewerk,4641
vorsorglich,4642
vorstand,4643
vorstehend,4644
